globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl,cameoeventcode,cameoevent,cameobaseeventcode,cameobaseevent,cameorooteventcode,cameorootevent
461441205,20150827,201508,2015,2015.6493,USA,UNITED STATES,USA,,,,,,,,BTNCVL,BHUTAN,BTN,,,,,CVL,,,1,42,42,4,1,1.9,8,1,8,1.204819277,1,Bhutan,BT,BT,27.5,90.5,BT,1,Bhutan,BT,BT,27.5,90.5,BT,1,Bhutan,BT,BT,27.5,90.5,BT,20150827,http://akron.com/akron-ohio-community-news.asp?aID=27598,42,Make a visit,42,Make a visit,4,CONSULT
524117759,20160324,201603,2016,2016.2301,MED,PUBLICATION,,,,,,MED,,,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,1,42,42,4,1,1.9,8,1,8,2.425876011,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20160324,https://www.thestage.co.uk/news/2016/ambitious-arts-white-paper-overlooks-education-say-critics/,42,Make a visit,42,Make a visit,4,CONSULT
465406181,20150910,201509,2015,2015.6849,USA,MISSOURI,USA,,,,,,,,,,,,,,,,,,1,42,42,4,1,1.9,19,3,19,2.764703111,1,Japan,JA,JA,36,138,JA,0,,,,,,,1,Japan,JA,JA,36,138,JA,20150910,http://www.lordsofpain.net/indy/Indy_Power_Rankings_Week_of_9_7_2015_indypowerrankin.html,42,Make a visit,42,Make a visit,4,CONSULT
526130129,20160331,201603,2016,2016.2493,USA,RALEIGH,USA,,,,,,,,GOV,FIRE MARSHAL,,,,,,GOV,,,0,42,42,4,1,1.9,10,1,10,2.395209581,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,20160331,http://www.seattletimes.com/entertainment/tv/hgtvs-property-brothers-are-a-hot-property-themselves-and-theyre-headed-to-seattle/,42,Make a visit,42,Make a visit,4,CONSULT
467578455,20150917,201509,2015,2015.7041,AFGINSTAL,TALIBAN,AFG,TAL,,,,INS,,,USA,UNITED STATES,USA,,,,,,,,0,42,42,4,1,1.9,2,1,2,-3.028503563,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,Afghanistan,AF,AF,33,65,AF,20150917,http://www.sott.net/article/301990-The-Genocidal-States-of-America-US-rejected-offers-by-Afghanistan-Iraq-Libya-and-Syria-to-surrender,42,Make a visit,42,Make a visit,4,CONSULT
526222181,20160331,201603,2016,2016.2493,RUS,RUSSIAN,RUS,,,,,,,,TUR,TURKEY,TUR,,,,,,,,1,42,42,4,1,1.9,1,1,1,-6.870229008,1,Turkmenistan,TX,TX,40,60,TX,1,Syria,SY,SY,35,38,SY,1,Turkmenistan,TX,TX,40,60,TX,20160331,http://www.dailysabah.com/politics/2016/03/31/alparslan-celik-who-allegedly-killed-pilot-of-downed-russian-jet-detained-in-western-turkey,42,Make a visit,42,Make a visit,4,CONSULT
526258067,20160331,201603,2016,2016.2493,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,0,172,172,17,4,-5,2,1,2,-0.932835821,3,"Porter County, Indiana, United States",US,USIN,41.4731,-87.0611,450382,0,,,,,,,3,"Porter County, Indiana, United States",US,USIN,41.4731,-87.0611,450382,20160331,http://www.idsnews.com/article/2016/03/alcohol-permit-bill-opposed-by-porter-county-locals,172,"Impose administrative sanctions, not specified below",172,"Impose administrative sanctions, not specified below",17,COERCE
467750639,20150917,201509,2015,2015.7041,RUSMED,RUSSIAN,RUS,,,,,MED,,,SYRUAF,SYRIA,SYR,,,,,UAF,,,1,46,46,4,1,7,304,50,304,-4.801353617,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,20150917,http://www.theindependent.com/news/world/activists-syrian-army-stages-airstrikes-on-is-held-raqqa/article_c7bbade9-4ba9-570e-8b4d-0acdbc159d7f.html,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
528357951,20160407,201604,2016,2016.2658,CVL,MIGRANT,,,,,,CVL,,,GOV,INTERIOR MINIST,,,,,,GOV,,,1,46,46,4,1,7,10,1,10,-5.376344086,1,Slovenia,SI,SI,46,15,SI,1,Slovenia,SI,SI,46,15,SI,1,Slovenia,SI,SI,46,15,SI,20160407,http://hereandnow.wbur.org/2016/04/07/slovenia-migrants-border-closure,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
532603334,20160421,201604,2016,2016.3041,USA,NEVADA,USA,,,,,,,,MED,NEWSPAPER,,,,,,MED,,,0,42,42,4,1,1.9,1,1,1,1.978417266,3,"Las Vegas, Nevada, United States",US,USNV,36.175,-115.137,847388,3,"Las Vegas, Nevada, United States",US,USNV,36.175,-115.137,847388,3,"Las Vegas, Nevada, United States",US,USNV,36.175,-115.137,847388,20160421,http://www.reviewjournal.com/news/las-vegas/longtime-review-journal-reporter-editor-lisa-kim-bach-dies-49,42,Make a visit,42,Make a visit,4,CONSULT
532617629,20160421,201604,2016,2016.3041,AUS,QUEENSLAND,AUS,,,,,,,,PTY,POLITICIAN,,,,,,,,,1,172,172,17,4,-5,10,1,10,-3.838383838,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20160421,http://www.dailymail.co.uk/news/article-3550960/Uber-fans-Queensland-flood-politicians-thousands-emails-slamming-bid-ban-ride-sharing-service.html,172,"Impose administrative sanctions, not specified below",172,"Impose administrative sanctions, not specified below",17,COERCE
537264091,20160505,201605,2016,2016.3425,PAK,PAKISTAN,PAK,,,,,,,,USA,THE US,USA,,,,,,,,1,42,42,4,1,1.9,10,1,10,-5.542725173,4,"Gulshan-I-Iqbal, Sindh, Pakistan",PK,PK05,24.9222,67.09,10525998,1,Afghanistan,AF,AF,33,65,AF,1,Afghanistan,AF,AF,33,65,AF,20160505,http://pakobserver.net/2016/05/05/myth-reality-of-punjabi-taliban/,42,Make a visit,42,Make a visit,4,CONSULT
537285403,20160428,201604,2016,2016.3233,FRA,FRANCE,FRA,,,,,,,,SAU,SAUDI,SAU,,,,,,,,1,46,46,4,1,7,4,2,4,-5.64407072,4,"Aleppo, ?alab, Syria",SY,SY09,36.2028,37.1586,-2541857,1,France,FR,FR,46,2,FR,1,France,FR,FR,46,2,FR,20160505,http://dunyanews.tv/en/World/335323-US-Russia-win-truce-promise-in-Syrias-Aleppo,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
537474524,20160428,201604,2016,2016.3233,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,42,42,4,1,1.9,2,1,2,-1.674480911,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,1,Russia,RS,RS,60,100,RS,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20160505,http://www.newyorker.com/news/benjamin-wallace-wells/is-the-alt-right-for-real,42,Make a visit,42,Make a visit,4,CONSULT
482079661,20151105,201511,2015,2015.8356,BEL,WATERLOO,BEL,,,,,,,,USA,FLORIDA,USA,,,,,,,,0,42,42,4,1,1.9,8,1,8,-4.475853946,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20151105,http://wcfcourier.com/news/local/crime-and-courts/friends-of-waterloo-man-shot-by-police-unsure-of-chase/article_4e295fd2-e281-57a9-9079-aabbb2e4aa59.html,42,Make a visit,42,Make a visit,4,CONSULT
539741242,20160512,201605,2016,2016.3616,ZAFGOV,NOSIVIWE MAPISA NQAKULA,ZAF,,,,,GOV,,,,,,,,,,,,,0,42,42,4,1,1.9,2,1,2,-3.691529709,4,"Pretoria, Gauteng, South Africa",SF,SF06,-25.7069,28.2294,-1273769,0,,,,,,,4,"Pretoria, Gauteng, South Africa",SF,SF06,-25.7069,28.2294,-1273769,20160512,https://africajournalismtheworld.com/tag/defence-minister-nosiviwe-mapisa-nqakula/,42,Make a visit,42,Make a visit,4,CONSULT
484207208,20151112,201511,2015,2015.8548,TUR,TURKEY,TUR,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,42,42,4,1,1.9,4,1,4,-1.246105919,1,Turkey,TU,TU,39,35,TU,1,China,CH,CH,35,105,CH,1,Oman,MU,MU,21,57,MU,20151112,http://www.ettelaat.com/index2.asp?code=endisplay&fname=/ettelaat/etbupload/data/2015/11/11-12/10.htm&title=Iran%20has%20yet%20to%20decide%20on%20presence%20in%20Syria%20talks,42,Make a visit,42,Make a visit,4,CONSULT
484224784,20151112,201511,2015,2015.8548,CHN,SHANGHAI,CHN,,,,,,,,TWN,TAIWAN,TWN,,,,,,,,0,42,42,4,1,1.9,12,1,12,0.972590628,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,20151112,http://suffolktimes.timesreview.com/2015/11/63613/decades-after-korean-war-southold-woman-returns-to-native-land-for-peace/,42,Make a visit,42,Make a visit,4,CONSULT
488571262,20151126,201511,2015,2015.8932,UGA,UGANDA,UGA,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,42,42,4,1,1.9,40,6,40,-2.183661529,1,Uganda,UG,UG,1,32,UG,1,Uganda,UG,UG,1,32,UG,1,Uganda,UG,UG,1,32,UG,20151126,http://www.recorder.com/news/nation/world/19695475-95/pope-brings-message-of-peace-to-africa-amid-security-fears,42,Make a visit,42,Make a visit,4,CONSULT
546558071,20160602,201606,2016,2016.4164,NGODEV,ZONTA,,,,,,NGO,DEV,,USA,UNITED STATES,USA,,,,,,,,1,42,42,4,1,1.9,12,1,12,-4.807692308,3,"Iron Mountain, Michigan, United States",US,USMI,45.8202,-88.066,629079,3,"Iron Mountain, Michigan, United States",US,USMI,45.8202,-88.066,629079,3,"Pine Grove Country Club, Michigan, United States",US,USMI,45.8216,-88.0912,1623566,20160602,http://ironmountaindailynews.com/page/content.detail/id/574717/Local-awareness--State-attorney--talks-in-IM-on-human-trafficking.html,42,Make a visit,42,Make a visit,4,CONSULT
548651075,20160609,201606,2016,2016.4356,TUR,TURKEY,TUR,,,,,,,,SYR,SYRIAN,SYR,,,,,,,,1,172,172,17,4,-5,70,4,70,-5.367694078,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20160609,http://www.worldbulletin.net/news/173626/former-nato-commander-stresses-importance-of-turkey,172,"Impose administrative sanctions, not specified below",172,"Impose administrative sanctions, not specified below",17,COERCE
490802103,20151203,201512,2015,2015.9123,BUS,INVESTOR,,,,,,BUS,,,SWE,SWEDEN,SWE,,,,,,,,1,46,46,4,1,7,2,1,2,2.578796562,1,Sweden,SW,SW,62,15,SW,1,Sweden,SW,SW,62,15,SW,1,Sweden,SW,SW,62,15,SW,20151203,http://www.finanznachrichten.de/nachrichten-2015-12/35784454-online-collaborative-music-making-solution-soundtrap-sees-explosive-growth-and-gets-dollar-1-5-million-in-funding-004.htm,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
550851485,20160616,201606,2016,2016.4548,ESP,BARCELONA,ESP,,,,,,,,,,,,,,,,,,0,46,46,4,1,7,26,1,26,-4.388892752,1,Iran,IR,IR,32,53,IR,0,,,,,,,1,Iran,IR,IR,32,53,IR,20160616,http://www.mix96.co.uk/news/local/2015019/aylesbury-businesses-voted-best-in-bucks--oxon/,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
551025690,20160616,201606,2016,2016.4548,USAGOV,UNITED STATES,USA,,,,,GOV,,,,,,,,,,,,,1,172,172,17,4,-5,10,1,10,-5.01618123,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20160616,http://www.chicagonow.com/recesses-mind/2016/06/total-freedom-and-the-second-amendment/,172,"Impose administrative sanctions, not specified below",172,"Impose administrative sanctions, not specified below",17,COERCE
553091424,20160623,201606,2016,2016.474,,,,,,,,,,,USAEDU,NORTH CAROLINA,USA,,,,,EDU,,,0,46,46,4,1,7,1,1,1,0,0,,,,,,,3,"Chapel Hill, Connecticut, United States",US,USCT,41.4682,-72.2023,206177,3,"Chapel Hill, Connecticut, United States",US,USCT,41.4682,-72.2023,206177,20160623,http://www.4-traders.com/GMS-INC-28377264/news/GMS-Teams-Up-with-Human-Resource-Consultant-and-University-of-North-Carolina-at-Chapel-Hill-Govern-22564437/,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
502118752,20160114,201601,2016,2016.0384,CVL,COMMUNITY,,,,,,CVL,,,COP,POLICE OFFICER,,,,,,COP,,,0,42,42,4,1,1.9,10,1,10,1.117318436,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,20160114,http://khqa.com/news/local/quincy-police-department-searches-for-more-minority-officers,42,Make a visit,42,Make a visit,4,CONSULT
502208662,20160114,201601,2016,2016.0384,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,42,42,4,1,1.9,2,1,2,0.966494845,0,,,,,,,3,"Park City, Utah, United States",US,USUT,40.6461,-111.498,1444206,3,"Park City, Utah, United States",US,USUT,40.6461,-111.498,1444206,20160114,http://www.bloomberg.com/news/articles/2016-01-14/the-film-independent-director-kelly-reichardt,42,Make a visit,42,Make a visit,4,CONSULT
502319070,20160114,201601,2016,2016.0384,MIL,COMMANDER,,,,,,MIL,,,USA,AMERICAN,USA,,,,,,,,1,42,42,4,1,1.9,8,1,8,3.294117647,3,"Cumberland County, New Jersey, United States",US,USNJ,39.3501,-75.083,882275,3,"Cumberland County, New Jersey, United States",US,USNJ,39.3501,-75.083,882275,3,"Cumberland County, New Jersey, United States",US,USNJ,39.3501,-75.083,882275,20160114,http://www.thedailyjournal.com/story/life/people/2016/01/14/cumberland-county-american-legion-supports-state-project/78788206/,42,Make a visit,42,Make a visit,4,CONSULT
504192600,20160121,201601,2016,2016.0575,AFR,AFRICA,AFR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,42,42,4,1,1.9,2,1,2,-2.581369248,4,"Umlazi, KwaZulu-Natal, South Africa",SF,SF02,-29.9657,30.8864,-1294319,4,"Glenwood, KwaZulu-Natal, South Africa",SF,SF02,-29.8643,30.9857,-1231386,4,"Umlazi, KwaZulu-Natal, South Africa",SF,SF02,-29.9657,30.8864,-1294319,20160121,http://www.herald.co.zw/university-protests-are-important-but-school-fees-also-matter/,42,Make a visit,42,Make a visit,4,CONSULT
555380452,20160630,201606,2016,2016.4932,NGA,NIGERIA,NGA,,,,,,,,EDUEDU,UNIVERSITY,,,,,,EDU,EDU,,0,42,42,4,1,1.9,2,1,2,0.268096515,4,"Port Harcourt, Rivers, Nigeria",NI,NI50,4.78917,6.99861,-2025046,4,"Ibadan, Oyo, Nigeria",NI,NI32,7.38778,3.89639,-2010458,4,"Port Harcourt, Rivers, Nigeria",NI,NI50,4.78917,6.99861,-2025046,20160630,http://pulse.ng/local/elechi-amadi-veteran-writer-dies-at-the-age-of-82-id5210112.html,42,Make a visit,42,Make a visit,4,CONSULT
506461238,20160128,201601,2016,2016.0767,JUD,SPECIAL COURT,,,,,,JUD,,,IND,JHARKHAND,IND,,,,,,,,1,42,42,4,1,1.9,40,4,40,-1.940229998,0,,,,,,,0,,,,,,,0,,,,,,,20160128,http://www.newkerala.com/news/2016/fullnews-13275.html,42,Make a visit,42,Make a visit,4,CONSULT
508403812,20160204,201602,2016,2016.0932,USAGOVHLH,DALLAS,USA,,,,,GOV,HLH,,VEN,VENEZUELA,VEN,,,,,,,,1,42,42,4,1,1.9,36,6,36,-5.456644141,3,"Dallas County, Texas, United States",US,USTX,32.7668,-96.7836,1383842,1,Venezuela,VE,VE,8,-66,VE,1,Venezuela,VE,VE,8,-66,VE,20160204,http://news.yahoo.com/wrapup-3-zika-alarm-rises-u-sex-more-001514403--finance.html,42,Make a visit,42,Make a visit,4,CONSULT
513229728,20160218,201602,2016,2016.1315,BUSLAB,COMPANY,,,,,,BUS,LAB,,LAB,EMPLOYEE,,,,,,LAB,,,1,46,46,4,1,7,20,1,10,2.857142857,0,,,,,,,0,,,,,,,0,,,,,,,20160218,http://gmatclub.com/forum/in-order-to-keep-the-competitive-edge-gained-by-our-extens-161242.html,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
517475927,20160303,201603,2016,2016.1726,HLH,DOCTOR,,,,,,HLH,,,MNCUSAMED,GOOGLE,USA,,,,,MNC,MED,,1,42,42,4,1,1.9,10,1,10,1.007556675,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,20160303,http://cbs4local.com/news/cbs4-special-reports/el-paso-brothers-embrace-burden-set-for-bucket-list-venture,42,Make a visit,42,Make a visit,4,CONSULT
519609445,20160310,201603,2016,2016.1918,CAN,CANADA,CAN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,42,42,4,1,1.9,2,1,2,-1.256281407,4,"Davos, Switzerland (general), Switzerland",SZ,SZ00,46.8167,9.83333,-2551751,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20160310,http://abruzzo.tv/news/2016/03/10/new-canadian-leader-justin-trudeau-arrives-in-washington/,42,Make a visit,42,Make a visit,4,CONSULT
523976452,20160324,201603,2016,2016.2301,IMGMOSALQ,AL QAEDA,,ALQ,,MOS,,IMG,,,REF,REFUGEE,,,,,,REF,,,1,46,46,4,1,7,8,1,8,-5.488331893,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20160324,http://newsbusters.org/blogs/nb/brad-wilmouth/2016/03/23/cooper-invokes-internment-camps-pressing-cruz-anti-terrorism,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
526140777,20160331,201603,2016,2016.2493,SAUGOV,SAUDI ARABIA,SAU,,,,,GOV,,,NGAGOV,NIGERIA,NGA,,,,,GOV,,,1,42,42,4,1,1.9,4,4,4,-2.646079243,1,Saudi Arabia,SA,SA,25,45,SA,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,20160331,https://uk.news.yahoo.com/south-africa-between-iran-saudi-arabia-133515961.html,42,Make a visit,42,Make a visit,4,CONSULT
532840203,20160421,201604,2016,2016.3041,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,42,42,4,1,1.9,10,1,10,3.826530612,0,,,,,,,3,"Middlebury, Vermont, United States",US,USVT,44.0153,-73.1673,1458435,3,"Middlebury, Vermont, United States",US,USVT,44.0153,-73.1673,1458435,20160421,http://www.addisonindependent.com/201604biking-events-planned-middlebury-area,42,Make a visit,42,Make a visit,4,CONSULT
535188737,20160428,201604,2016,2016.3233,GOV,GOVERNMENT OFFICIAL,,,,,,GOV,,,IRQ,BAGHDAD,IRQ,,,,,,,,0,42,42,4,1,1.9,2,1,2,-2.135600283,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693,20160428,http://www.washingtonexaminer.com/biden-makes-surprise-iraq-visit/article/2589796,42,Make a visit,42,Make a visit,4,CONSULT
537421719,20160505,201605,2016,2016.3425,ITA,ITALY,ITA,,,,,,,,GBR,BRITAIN,GBR,,,,,,,,0,46,46,4,1,7,6,1,6,-1.67990226,1,Italy,IT,IT,42.8333,12.8333,IT,1,United Kingdom,UK,UK,54,-2,UK,1,France,FR,FR,46,2,FR,20160505,http://www.mondaq.com/x/488976/Corporate+Governance/Panama+Papers+Tactical+tax+planning,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
539636173,20160512,201605,2016,2016.3616,IRL,TARA,IRL,,,,,,,,CAN,EDMONTON,CAN,,,,,,,,0,42,42,4,1,1.9,4,1,4,-1.224489796,4,"Lloydminster, Saskatchewan, Canada",CA,CA11,53.2833,-110,-568143,4,"Lloydminster, Saskatchewan, Canada",CA,CA11,53.2833,-110,-568143,4,"Lloydminster, Saskatchewan, Canada",CA,CA11,53.2833,-110,-568143,20160512,http://www.meridianbooster.com/2016/05/11/youll-see-all-of-us-standing-very-much-shoulder-to-shoulder-oilsands-energy-executive-tells-alberta,42,Make a visit,42,Make a visit,4,CONSULT
539684912,20160512,201605,2016,2016.3616,,,,,,,,,,,BUS,EMPLOYER,,,,,,BUS,,,1,46,46,4,1,7,2,1,2,1.123595506,0,,,,,,,3,"Anne Arundel County, Maryland, United States",US,USMD,39.0001,-76.6164,1710958,3,"Anne Arundel County, Maryland, United States",US,USMD,39.0001,-76.6164,1710958,20160512,http://www.fredericknewspost.com/public/ap/gov-hogan-appoints-robert-neall-to-help-with-restructuring/article_4bc6034c-0850-50b9-b5c8-b95de5c7651a.html,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
548703749,20160609,201606,2016,2016.4356,GOV,ADVISORY BOARD,,,,,,GOV,,,BUS,COMPANY,,,,,,BUS,,,1,46,46,4,1,7,40,4,40,1.366425772,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,20160609,http://www.financialexpress.com/article/industry/companies/former-vodafone-ceo-arun-sarin-picks-up-stake-in-truecaller/278642/,46,Engage in negotiation,46,Engage in negotiation,4,CONSULT
553000176,20160623,201606,2016,2016.474,EDU,SCHOOL,,,,,,EDU,,,USA,CHARLOTTE,USA,,,,,,,,1,42,42,4,1,1.9,4,1,4,0,3,"Garinger High School, North Carolina, United States",US,USNC,35.241,-80.7826,985569,3,"Charlotte, North Carolina, United States",US,USNC,35.2271,-80.8431,1019610,2,"North Carolina, United States",US,USNC,35.6411,-79.8431,NC,20160623,http://www.wbtv.com/story/32286096/teachers-truth-tour-comes-to-charlotte,42,Make a visit,42,Make a visit,4,CONSULT
429689441,20150430,201504,2015,2015.3288,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,1723,172,17,4,-5,8,1,8,-2.985074627,4,"Hare Bay, Newfoundland, Canada",CA,CA05,48.85,-54.0167,-565907,0,,,,,,,4,"Hare Bay, Newfoundland, Canada",CA,CA05,48.85,-54.0167,-565907,20150430,http://www.cbc.ca/news/canada/newfoundland-labrador/flood-waters-receding-safety-concerns-remain-at-springdale-electrical-station-1.3055090,1723,Impose curfew,172,"Impose administrative sanctions, not specified below",17,COERCE
519612395,20160310,201603,2016,2016.1918,CVL,MIGRANT,,,,,,CVL,,,,,,,,,,,,,1,1723,172,17,4,-5,3,1,3,-7.174887892,1,Turkey,TU,TU,39,35,TU,0,,,,,,,1,Syria,SY,SY,35,38,SY,20160310,http://examinergazette.com/2016/03/10/slovenia-to-ban-transit-of-migrants-from-midnight.html,1723,Impose curfew,172,"Impose administrative sanctions, not specified below",17,COERCE
463282867,20150903,201509,2015,2015.6658,MED,LOCAL MEDIA,,,,,,MED,,,BRA,BRAZIL,BRA,,,,,,,,0,1723,172,17,4,-5,2,1,2,-8.67768595,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Osasco, SãPaulo, Brazil",BR,BR27,-23.5667,-46.7833,-658191,20150903,http://www.updatednews.ca/2015/09/02/sao-paulo-massacre-highlights-disturbing-trend-in-brazil/,1723,Impose curfew,172,"Impose administrative sanctions, not specified below",17,COERCE
488539140,20151126,201511,2015,2015.8932,UKR,UKRAINE,UKR,,,,,,,,IGOUNO,THE UN,,UNO,,,,IGO,,,1,863,86,8,2,9,6,1,6,-3.299492386,4,"Luhansk, Luhans'ka Oblast', Ukraine",UP,UP14,48.567,39.3171,-1045160,4,"Luhansk, Luhans'ka Oblast', Ukraine",UP,UP14,48.567,39.3171,-1045160,4,"Luhansk, Luhans'ka Oblast', Ukraine",UP,UP14,48.567,39.3171,-1045160,20151126,http://www.examiner.com/article/parts-of-eastern-ukraine-denied-food-aid-for-months,863,Allow delivery of humanitarian aid,86,Allow international involvement not specified below,8,YIELD
422221422,20150402,201504,2015,2015.2521,YEM,YEMEN,YEM,,,,,,,,MED,NEWS AGENCY,,,,,,MED,,,1,173,173,17,4,-5,3,3,3,-7.639965758,4,"Mukalla, ?a?ramawt, Yemen",YM,YM04,14.5425,49.1242,-3183737,1,United States,US,US,38,-97,US,4,"Mukalla, ?a?ramawt, Yemen",YM,YM04,14.5425,49.1242,-3183737,20150402,http://www.geo.tv/article-180129-Al-Qaeda-frees-300-inmates-in-Yemen-jailbreak,173,"Arrest, detain, or charge with legal action ",173,"Arrest, detain, or charge with legal action ",17,COERCE
422294729,20150402,201504,2015,2015.2521,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,173,173,17,4,-5,1,1,1,-8.370044053,0,,,,,,,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20150402,http://www.nydailynews.com/news/crime/diplomat-son-dead-cuffed-miami-drug-deal-cops-article-1.2170907,173,"Arrest, detain, or charge with legal action ",173,"Arrest, detain, or charge with legal action ",17,COERCE
423892247,20150409,201504,2015,2015.2712,IND,TAMIL NADU,IND,,,,,,,,CRM,SMUGGLER,,,,,,CRM,,,1,173,173,17,4,-5,2,1,2,-4.6875,0,,IN,IN25,11,78,-2112557,0,,IN,IN25,11,78,-2112557,0,,IN,IN25,11,78,-2112557,20150409,http://www.thehindu.com/news/national/andhra-pradesh/14-red-sanders-smugglers-nabbed-in-chittoor-dt/article7082891.ece,173,"Arrest, detain, or charge with legal action ",173,"Arrest, detain, or charge with legal action ",17,COERCE
